a5,b1,b11,b12,c1,c15,c28,c33,c35,c5,centre,christian,conserv,d4,d6,d9,e4,e5,e7,f1,f2,f27,f3,f30,f32,f5,green,happy,leftparty,liberal,socialdemocrats
"0,5 hour to 1 hour",Hardly interested,Yes,LEFT,8,Fair,Yes,Yes,Yes,No,0,0,0,Yes,No,1.000000,Neither agree nor disagr,Neither agree nor disagr,Neither agree nor disagr,1.000000,Female,No,1944.000,"Yes, currently",S,Town or small city,0,1,1,0,0
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,9,Fair,Yes,Yes,Yes,No,0,0,0,Yes,No,1.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,3.000000,Female,Yes,1968.000,"Yes, currently",M,Suburbs or outskirts of ,0,1,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,No,No,No,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Female,No,1933.000,No,Don't know,Country village,0,1,0,0,1
No time at all,Not at all interested,Not eligible to vote,NOT APPLICABLE,8,Good,No,No,No,Yes,0,0,0,No,No,2.000000,Agree,Agree,Neither agree nor disagr,2.000000,Female,Yes,1966.000,"Yes, currently",S,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,REFUSAL,6,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Neither agree nor disagr,1.000000,Female,No,1946.000,No,Don't know,Suburbs or outskirts of ,0,1,0,0,0
"More than 1,5 hours, up ",Quite interested,No,NOT APPLICABLE,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Neither agree nor disagr,Neither agree nor disagr,Neither agree nor disagr,1.000000,Male,No,1982.000,"Yes, currently",S,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Very interested,Yes,LEFT,6,Bad,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Disagree,Agree,Agree,2.000000,Female,No,1983.000,"Yes, currently",J,A big city,0,1,1,0,0
"More than 1 hour, up to ",Hardly interested,Not eligible to vote,NOT APPLICABLE,Extremely happy,Good,No,No,No,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,5.000000,Female,Yes,1963.000,"Yes, currently",P,Country village,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,No,NOT APPLICABLE,8,Good,Yes,Yes,No,No,0,0,0,Yes,No,1.000000,Agree,Agree,Agree,7.000000,Male,No,1978.000,"Yes, currently",Don't know,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,Yes,No,2.000000,Agree,Agree,Agree,2.000000,Male,No,1943.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Very interested,Yes,LIBERALS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Disagree,Agree,Agree strongly,3.000000,Male,No,1974.000,No,U,Suburbs or outskirts of ,0,1,0,1,0
"More than 1 hour, up to ",Very interested,Yes,CONSERVATIVE,8,Very good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,3.000000,Agree strongly,Agree strongly,Agree strongly,2.000000,Male,No,1937.000,"Yes, currently",H,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Agree,Agree strongly,Agree,3.000000,Female,No,1974.000,"Yes, currently",K,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,7,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree strongly,Neither agree nor disagr,Agree,1.000000,Male,No,1934.000,"Yes, previously",F,Farm or home in countrys,0,1,0,0,1
"More than 1 hour, up to ",Very interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Neither agree nor disagr,Agree,2.000000,Male,Yes,1941.000,"Yes, previously",D,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Male,Yes,1969.000,"Yes, currently",D,A big city,0,1,0,0,0
"More than 2,5 hours, up ",Quite interested,Yes,CONSERVATIVE,8,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,1.000000,Male,Yes,1950.000,"Yes, currently",F,Suburbs or outskirts of ,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,CONSERVATIVE,8,Very good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,1.000000,Agree strongly,Agree,Agree,2.000000,Female,No,1933.000,"Yes, previously",D,Farm or home in countrys,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,LIBERALS,8,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree,Agree,6.000000,Male,No,1962.000,No,D,Suburbs or outskirts of ,0,1,0,1,0
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,2.000000,Agree,Agree,Agree,4.000000,Female,No,1968.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,LEFT,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree strongly,5.000000,Female,Yes,1965.000,"Yes, currently",D,Farm or home in countrys,0,1,1,0,0
No time at all,Not at all interested,No,NOT APPLICABLE,9,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Disagree,Agree,Agree,2.000000,Male,Yes,1987.000,No,D,Farm or home in countrys,0,1,0,0,0
"Less than 0,5 hour",Very interested,Yes,CONSERVATIVE,5,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,Yes,3.000000,Agree strongly,Agree,Neither agree nor disagr,3.000000,Female,No,1943.000,"Yes, currently",D,Suburbs or outskirts of ,0,0,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,CENTRE PARTY,7,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Male,No,1968.000,"Yes, previously",S,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,No,Not applicable,Agree,Agree,Neither agree nor disagr,3.000000,Male,Yes,1966.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,1
"0,5 hour to 1 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,4,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Don't know,Agree,Disagree,4.000000,Female,No,1988.000,No,Don't know,Country village,0,0,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,OTHER,8,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,4.000000,Female,No,1958.000,"Yes, currently",D,Town or small city,0,1,0,0,0
"More than 1,5 hours, up ",Hardly interested,Yes,CONSERVATIVE,9,Very good,No,Yes,No,No,0,0,1,Yes,Yes,2.000000,Agree strongly,Agree strongly,Agree,2.000000,Male,No,1935.000,"Yes, previously",K,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,No,No,No,Yes,0,0,0,No,No,Not applicable,Agree,Agree,Agree,4.000000,Female,No,1988.000,No,Don't know,Town or small city,0,1,0,0,1
No time at all,Hardly interested,Yes,SOCIAL DEMOCRATS,8,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,4.000000,Agree,Neither agree nor disagr,Agree,4.000000,Female,Yes,1970.000,"Yes, currently",K,Town or small city,0,1,0,0,1
No time at all,Quite interested,Yes,DONT KNOW,7,Fair,Yes,Yes,No,No,0,0,0,Yes,Yes,1.000000,Agree,Agree,Agree,2.000000,Female,No,1956.000,"Yes, currently",P,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,2.000000,Female,Yes,1925.000,"Yes, previously",F,Suburbs or outskirts of ,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,OTHER,9,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree strongly,4.000000,Male,Yes,1961.000,"Yes, currently",P,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Hardly interested,Yes,REFUSAL,7,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Male,No,1930.000,"Yes, previously",F,Country village,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,DONT KNOW,Extremely happy,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,1.000000,Agree,Agree,Agree,2.000000,Female,No,1943.000,"Yes, currently",S,Country village,0,1,0,0,0
"Less than 0,5 hour",Very interested,Yes,SOCIAL DEMOCRATS,7,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,1.000000,Male,Yes,1941.000,"Yes, currently",K,Farm or home in countrys,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,8,Fair,No,No,No,Yes,0,0,1,Yes,No,2.000000,Agree,Agree,Neither agree nor disagr,1.000000,Female,Yes,1944.000,"Yes, previously",M,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Not at all interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,No,No,No,No,0,0,0,Yes,Yes,4.000000,Agree strongly,Agree strongly,Agree,6.000000,Male,Yes,1964.000,"Yes, currently",D,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree,Agree strongly,4.000000,Female,Yes,1965.000,"Yes, currently",D,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Neither agree nor disagr,Neither agree nor disagr,3.000000,Male,No,1988.000,No,S,Country village,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,REFUSAL,7,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Agree,1.000000,Male,Yes,1949.000,"Yes, currently",K,Country village,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,No,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Female,Yes,1968.000,"Yes, currently",P,Country village,0,1,0,0,1
"0,5 hour to 1 hour",Not at all interested,Yes,LIBERALS,7,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Don't know,3.000000,Female,No,1949.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,1,0
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,9,Fair,No,No,No,Yes,0,0,1,Yes,Yes,3.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,2.000000,Female,No,1953.000,"Yes, currently",P,Country village,0,1,0,0,0
"More than 1,5 hours, up ",Quite interested,No,NOT APPLICABLE,7,Bad,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Agree,Agree,2.000000,Male,No,1930.000,No,S,A big city,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,REFUSAL,8,Bad,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Agree,Neither agree nor disagr,Neither agree nor disagr,2.000000,Female,No,1938.000,No,M,Farm or home in countrys,0,1,0,0,0
"More than 2 hours, up to",Quite interested,Yes,CONSERVATIVE,5,Fair,Yes,Yes,Yes,No,0,0,1,Yes,Yes,3.000000,Neither agree nor disagr,Agree,Disagree,1.000000,Female,No,1935.000,"Yes, previously",F,Suburbs or outskirts of ,0,0,0,0,0
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,8,Very good,Yes,Yes,Yes,No,0,0,1,Yes,No,2.000000,Agree,Agree,Neither agree nor disagr,3.000000,Female,Yes,1969.000,"Yes, currently",K,A big city,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Agree strongly,Agree,Agree,2.000000,Male,Yes,1952.000,"Yes, currently",F,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,GREEN PARTY,8,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,2.000000,Male,No,1981.000,No,P,A big city,1,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,8,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Disagree,Agree,Agree,4.000000,Male,No,1971.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,0
No time at all,Hardly interested,Not eligible to vote,NOT APPLICABLE,6,Fair,No,No,No,No,0,0,0,Yes,No,5.000000,Don't know,Agree,Agree,3.000000,Female,No,1949.000,No,Don't know,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,No,NOT APPLICABLE,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,1.000000,Agree strongly,Agree strongly,Agree strongly,2.000000,Male,Yes,1967.000,"Yes, previously",S,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,6,Good,Yes,Yes,Yes,Yes,0,0,1,Yes,No,Not applicable,Disagree,Agree,Neither agree nor disagr,1.000000,Female,No,1975.000,"Yes, currently",D,A big city,0,1,0,0,0
"More than 1,5 hours, up ",Quite interested,Yes,LEFT,9,Good,Yes,No,No,No,0,0,0,No,No,Not applicable,Agree strongly,Agree strongly,Disagree,1.000000,Male,No,1986.000,No,M,Town or small city,0,1,1,0,0
"Less than 0,5 hour",Quite interested,Yes,CHRISTIAN DEMOCRATS,6,Bad,Yes,Yes,Yes,No,0,1,0,Yes,No,2.000000,Neither agree nor disagr,Disagree,Neither agree nor disagr,3.000000,Female,No,1963.000,"Yes, currently",F,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Very interested,Yes,SOCIAL DEMOCRATS,7,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,3.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,2.000000,Male,No,1944.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Female,No,1970.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,9,Good,Yes,Yes,Yes,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Female,Yes,1945.000,"Yes, previously",D,Suburbs or outskirts of ,0,1,0,0,0
"More than 1 hour, up to ",Hardly interested,Yes,LIBERALS,7,Fair,Yes,No,No,No,0,0,0,Yes,No,Not applicable,Disagree,Agree,Agree,2.000000,Female,No,1977.000,"Yes, previously",H,Town or small city,0,1,0,1,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Male,Yes,1957.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,1
"Less than 0,5 hour",Not at all interested,No,NOT APPLICABLE,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,2.000000,Male,No,1988.000,"Yes, currently",M,Country village,0,1,0,0,0
No time at all,Hardly interested,Yes,LIBERALS,9,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,3.000000,Disagree,Disagree,Agree,5.000000,Female,No,1976.000,"Yes, currently",P,Farm or home in countrys,0,1,0,1,0
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,5,Fair,Yes,No,Yes,No,0,0,0,Yes,No,1.000000,Agree,Agree,Agree,2.000000,Female,No,1966.000,No,S,Suburbs or outskirts of ,0,0,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,6,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Not applicable,Neither agree nor disagr,Agree,Agree,2.000000,Male,No,1966.000,"Yes, currently",K,Country village,0,1,0,0,1
"Less than 0,5 hour",Very interested,Yes,GREEN PARTY,9,Good,No,No,No,Yes,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree,Disagree,2.000000,Female,Yes,1945.000,"Yes, currently",K,Town or small city,1,1,0,0,0
"More than 1,5 hours, up ",Quite interested,Yes,CHRISTIAN DEMOCRATS,9,Fair,Yes,Yes,Yes,No,0,1,0,Yes,No,2.000000,Agree,Neither agree nor disagr,Agree,1.000000,Female,No,1934.000,"Yes, previously",M,Town or small city,0,1,0,0,0
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Bad,Yes,Yes,Yes,No,0,0,0,Yes,No,1.000000,Neither agree nor disagr,Agree,Agree,2.000000,Female,No,1923.000,"Yes, previously",Refusal,Town or small city,0,1,0,0,1
"More than 1 hour, up to ",Quite interested,Yes,CENTRE PARTY,6,Fair,Yes,Yes,Yes,No,1,0,0,No,No,Not applicable,Agree,Agree,Agree,1.000000,Female,No,1926.000,"Yes, previously",M,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,LEFT,Extremely happy,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,Not applicable,Neither agree nor disagr,Agree,Agree,2.000000,Female,No,1959.000,"Yes, currently",D,Country village,0,1,1,0,0
"0,5 hour to 1 hour",Very interested,Yes,GREEN PARTY,8,Very good,No,No,Yes,No,0,0,0,Yes,No,Not applicable,Agree,Agree,Agree,2.000000,Male,No,1970.000,"Yes, currently",P,A big city,1,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,LIBERALS,9,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Agree,Agree,2.000000,Male,No,1943.000,"Yes, currently",P,Country village,0,1,0,1,0
"Less than 0,5 hour",Hardly interested,Not eligible to vote,NOT APPLICABLE,6,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Agree,6.000000,Male,No,1990.000,No,K,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,7,Good,No,No,No,No,0,0,1,Yes,Yes,Not applicable,Agree,Agree,Agree,2.000000,Male,Yes,1947.000,No,P,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CHRISTIAN DEMOCRATS,9,Very good,Yes,Yes,Yes,No,0,1,0,Yes,Yes,3.000000,Agree,Agree,Agree,5.000000,Male,No,1972.000,No,H,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Very interested,Yes,SOCIAL DEMOCRATS,9,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree strongly,Agree,Agree,4.000000,Female,No,1956.000,"Yes, currently",K,Town or small city,0,1,0,0,1
No time at all,Hardly interested,Yes,CONSERVATIVE,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,1,No,No,Not applicable,Agree strongly,Agree strongly,Agree strongly,4.000000,Male,No,1988.000,No,P,Town or small city,0,1,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,SOCIAL DEMOCRATS,5,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Neither agree nor disagr,Neither agree nor disagr,1.000000,Female,No,1919.000,"Yes, previously",M,Town or small city,0,0,0,0,1
No time at all,Not at all interested,Yes,NO ANSWER,9,Very good,No,No,No,No,0,0,0,Yes,Yes,4.000000,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,0,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,9,Very good,Yes,Yes,Yes,Yes,0,0,1,Yes,Yes,2.000000,Agree strongly,Agree strongly,Agree,2.000000,Female,No,1948.000,"Yes, currently",S,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Very interested,Yes,CENTRE PARTY,7,Good,Yes,Yes,Yes,No,1,0,0,Yes,No,Not applicable,Disagree,Neither agree nor disagr,Neither agree nor disagr,2.000000,Male,No,1977.000,"Yes, currently",H,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,9,Very good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Not applicable,Agree strongly,Agree strongly,Disagree,2.000000,Male,No,1968.000,"Yes, currently",D,Farm or home in countrys,0,1,0,0,1
"More than 1 hour, up to ",Quite interested,Yes,GREEN PARTY,9,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Agree,Agree,Agree strongly,3.000000,Female,No,1978.000,"Yes, currently",P,A big city,1,1,0,0,0
"Less than 0,5 hour",Quite interested,Yes,GREEN PARTY,4,Fair,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Disagree,Agree,Disagree,2.000000,Female,Yes,1968.000,"Yes, currently",H,Suburbs or outskirts of ,1,0,0,0,0
"Less than 0,5 hour",Not at all interested,No,NOT APPLICABLE,Extremely happy,Fair,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,5.000000,Agree,Agree,Agree,2.000000,Female,Don't know,1949.000,"Yes, currently",K,Town or small city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,REFUSAL,5,Fair,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,2.000000,Female,Yes,1956.000,"Yes, currently",F,Farm or home in countrys,0,0,0,0,0
"More than 1 hour, up to ",Quite interested,Yes,LIBERALS,Extremely happy,Good,Yes,No,Yes,Yes,0,0,0,No,No,Not applicable,Agree,Agree,Agree,2.000000,Female,No,1988.000,No,Don't know,Suburbs or outskirts of ,0,1,0,1,0
"0,5 hour to 1 hour",Quite interested,Yes,CHRISTIAN DEMOCRATS,Extremely happy,Fair,Yes,Yes,Yes,No,0,1,0,Yes,Yes,1.000000,Agree,Agree,Agree,3.000000,Female,Yes,1958.000,"Yes, currently",D,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Female,Yes,1961.000,No,S,Suburbs or outskirts of ,0,1,0,0,1
"Less than 0,5 hour",Not at all interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,1.000000,Male,No,1937.000,"Yes, currently",F,Town or small city,0,1,0,0,1
"More than 1 hour, up to ",Hardly interested,Yes,CENTRE PARTY,8,Good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,2.000000,Neither agree nor disagr,Neither agree nor disagr,Agree,1.000000,Female,No,1944.000,"Yes, currently",S,Suburbs or outskirts of ,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,2.000000,Female,Yes,1937.000,"Yes, previously",S,Country village,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,8,Good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,1.000000,Agree,Neither agree nor disagr,Agree,3.000000,Female,Yes,1979.000,"Yes, currently",S,Country village,0,1,0,0,1
"0,5 hour to 1 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,7,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,2.000000,Agree,Agree,Agree,3.000000,Female,Yes,1957.000,"Yes, currently",D,Town or small city,0,1,0,0,1
"Less than 0,5 hour",Hardly interested,Yes,SOCIAL DEMOCRATS,Extremely happy,Good,Yes,Yes,Yes,No,0,0,0,Yes,No,2.000000,Agree,Neither agree nor disagr,Agree,4.000000,Male,Yes,1965.000,"Yes, currently",P,Suburbs or outskirts of ,0,1,0,0,1
"Less than 0,5 hour",Not at all interested,Yes,REFUSAL,6,Good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Agree,Agree strongly,Agree,2.000000,Male,Yes,1958.000,"Yes, currently",F,Country village,0,1,0,0,0
"0,5 hour to 1 hour",Not at all interested,Yes,SOCIAL DEMOCRATS,8,Very good,No,No,No,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Neither agree nor disagr,4.000000,Female,No,1987.000,No,Don't know,Country village,0,1,0,0,1
"Less than 0,5 hour",Quite interested,Yes,GREEN PARTY,9,Very good,Yes,Yes,Yes,No,0,0,0,Yes,No,Not applicable,Neither agree nor disagr,Agree,Agree,1.000000,Female,No,1977.000,No,F,Suburbs or outskirts of ,1,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CONSERVATIVE,9,Very good,No,No,No,Yes,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,4.000000,Female,No,1960.000,"Yes, currently",H,A big city,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,CENTRE PARTY,Extremely happy,Very good,Yes,Yes,Yes,No,1,0,0,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Male,No,1952.000,No,P,Farm or home in countrys,0,1,0,0,0
"0,5 hour to 1 hour",Quite interested,Yes,SOCIAL DEMOCRATS,8,Very good,Yes,Yes,Yes,No,0,0,0,No,No,Not applicable,Neither agree nor disagr,Agree,Agree,1.000000,Male,No,1953.000,"Yes, currently",F,Town or small city,0,1,0,0,1
"0,5 hour to 1 hour",Quite interested,Yes,CONSERVATIVE,7,Good,No,No,No,No,0,0,1,Yes,Yes,2.000000,Agree,Agree,Agree,3.000000,Female,No,1954.000,"Yes, previously",P,Suburbs or outskirts of ,0,1,0,0,0
"Less than 0,5 hour",Hardly interested,Yes,LEFT,9,Very good,Yes,Yes,Yes,No,0,0,0,Yes,Yes,3.000000,Agree,Agree,Agree,5.000000,Male,Yes,1963.000,"Yes, currently",H,Town or small city,0,1,1,0,0
"Less than 0,5 hour",Quite interested,Yes,CONSERVATIVE,9,Very good,Yes,Yes,Yes,No,0,0,1,No,No,Not applicable,Agree,Agree,Agree,4.000000,Male,No,1988.000,No,U,Town or small city,0,1,0,0,0
"More than 2,5 hours, up ",Quite interested,Yes,REFUSAL,6,Good,Yes,Yes,Yes,No,0,0,0,Yes,No answer,No answer,Agree,Agree,Agree,1.000000,Male,No,1932.000,No answer,Refusal,Town or small city,0,1,0,0,0
